_id,zip,name,address,city,state,Licensed or QRIS rating,qris,tier,latitude,longitude
34,20110,NVFS HEAD START PROGRAM: GEORGETOWN SOUTH EHS CDC ,9444 TANEY ROAD,MANASSAS,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.7412767,-77.4729927
35,20110,RENAISSANCE MONTESSORI SCHOOL ,8730 SUDLEY ROAD,MANASSAS,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.7647388,-77.4827185
36,20111,Costello Park Preschool & Extended Care ,1004 S Main St,Manassas Park,VA,3 Star,VA 3 Star,2,38.7440272,-77.4696579
37,20111,ABOVE AND BEYOND CHILD CARE ,7223 CENTREVILLE RD  SUITE #110,MANASSAS,VA,Licensed,VA Licensed,0,38.7550023,-77.4357739
38,20111,COSTELLO PARK PRESCHOOL & EXTENDED CARE ,99 ADAMS STREET,MANASSAS PARK,VA,Licensed,VA Licensed,0,38.7831535,-77.4622484
39,20111,NOAH'S ARK CHRISTIAN PRESCHOOL ,8904 YORKSHIRE LANE,MANASSAS PARK,VA,Licensed,VA Licensed,0,38.790168,-77.465819
40,20111,PATY-KAKE DAY CENTER ,8031 MCLEAN STREET,MANASSAS PARK,VA,Licensed,VA Licensed,0,38.7788845,-77.4578364
41,20111,THE MERIT SCHOOL OF MANASSAS PARK ,9481 MANASSAS DRIVE,MANASSAS,VA,Licensed,VA Licensed,0,38.7604322,-77.4414232
42,20112,MINNIELAND ACADEMY @ ASHLAND ,5555 ASSATEAGUE PLACE,MANASSAS,VA,Licensed,VA Licensed,0,38.612774,-77.375806
43,20112,THE CHILDREN'S CENTER OF MANASSAS ,12019 FALLING CREEK DRIVE,MANASSAS,VA,Licensed,VA Licensed,0,38.690675,-77.439774
44,20115,MOUNTAINSIDE MONTESSORI ,6089 JOHN BARTON PAYNE RD,MARSHALL,VA,Licensed,VA Licensed,0,38.7872241,-77.9437431
45,20115,MIDDLEBURG MONTESSORI ,7274 RECTOR'S LN,MARSHALL,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.976151,-77.810342
46,20117,FLEUR-DE-LIS MONTESSORI SCHOOL ,105 EAST WASHINGTON STREET,MIDDLEBURG,VA,Licensed,VA Licensed,0,38.9692389,-77.7337343
47,20118,LOUDOUN COUNTY PARKS & REC CHILD CARE @ MIDDLEBURG COMM CNTR ,300 W WASHINGTON ST,MIDDLEBURG,VA,Licensed,VA Licensed,0,38.9681063,-77.738958
48,20119,FAUQUIER COMMUNITY ACTION COMMITTEE: HM PEARSON HEAD START ,9347 BASTABLE MILL RD,CATLETT,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.650518,-77.677064
49,20120,Fecep/Head Start Program @ London Towne ,9511 Technology Drive,Centreville,VA,3 Star,VA 3 Star,2,38.9042789,-77.471321
50,20120,"HANDS DAYCARE, INC. ",14301 BRADDOCK RD,CENTREVILLE,VA,Licensed,VA Licensed,0,38.850053,-77.442952
51,20120,HAPPY FACES DAYCARE & PRESCHOOL ,13923 BRADDOCK RD,CENTREVILLE,VA,Licensed,VA Licensed,0,38.839889,-77.428849
52,20120,KIDDIE ACADEMY OF CENTREVILLE ,14275 BRADDOCK ROAD,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8489952,-77.4406358
53,20120,KINDERCARE: CENTREVILLE ,6215 STONE ROAD,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8354855,-77.4561804
54,20120,KINDERCARE: WOODMERE DR ,5124 WOODMERE DRIVE,CENTREVILLE,VA,Licensed,VA Licensed,0,38.866526,-77.445926
55,20120,LA PETITE ACADEMY: SULLY STATION ,5130 WOODMERE DR,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8659725,-77.4464063
56,20120,MINNIELAND ACADEMY @ SULLY STATION (#64) ,5801 & 5803 STONE CREEK DRIVE,CENTREVILLE,VA,Licensed,VA Licensed,0,43.4135781,24.6118416
57,20120,RAINBOW CHILD DEVELOPMENT CENTER ,14311 BRADDOCK RD,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8496883,-77.4423659
58,20120,CENTREVILLE PRESCHOOL INC ,13916 BRADDOCK RD,CENTREVILLE,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.839914,-77.4280245
59,20121,CHESTERBROOK ACADEMY: CENTREVILLE ,6210 MULTIPLEX DRIVE,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8307227,-77.4395031
60,20121,CLIFTON CHIDLREN'S ACADEMY ,14315 COMPTON RD,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8077013,-77.443358
61,20121,LA PETITE ACADEMY: CENTREVILLE ,6600 LA PETITE PLACE,CENTREVILLE,VA,Licensed,VA Licensed,0,38.819208,-77.4386113
62,20121,MINNIELAND @ CENTREVILLE SQUARE ,6001 CENTREVILLE CREST LANE,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8371898,-77.4335514
63,20121,WILLOWCREEK ACADEMY CENTREVILLE ,6100 REDWOOD SQUARE CENTER,CENTREVILLE,VA,Licensed,VA Licensed,0,38.8312973,-77.432657
64,20121,CENTREVILLE DAY SCHOOL ,6400 OLD CENTREVILLE RD,CENTREVILLE,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.82564,-77.4397538
65,20121,MONTESSORI CHILDREN'S CENTER: CENTREVILLE CENTER ,6319 OLD CENTREVILLE RD,CENTREVILLE,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.8249229,-77.4392389
66,20121,MULFORD PRIVATE SCHOOL ,15105 LEE HIGHWAY,CENTREVILLE,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.8309959,-77.4700222
67,20124,CHESTERBROOK ACADEMY: CLIFTON ,13501 BRADDOCK RD,CLIFTON,VA,Licensed,VA Licensed,0,38.8320557,-77.4132825
68,20124,CHILDTIME LEARNING CENTER: UNION MILL ,6000 UNION MILL RD,CLIFTON,VA,Licensed,VA Licensed,0,38.8274146,-77.4133246
69,20124,COUNTRY SCHOOL HOUSE ,13316 BRADDOCK RD,CLIFTON,VA,Licensed,VA Licensed,0,38.8305413,-77.4076428
70,20124,LORD OF LIFE PRESCHOOL-CLIFTON ,13421 TWIN LAKES DRIVE,CLIFTON,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.8190669,-77.412425
71,20124,ST. THE APOSTLE ANDREW PRESCHOOL ,6720-B UNION MILL RD,CLIFTON,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.8050185,-77.4220622
72,20131,LOUDOUN COUNTY PARKS & REC CHILD CARE @ PHILOMONT COMM ニ_CNTR ,36592 JEB STUART ROAD,PHILOMONT,VA,Licensed,VA Licensed,0,39.057249,-77.7391169
73,20132,LOUDOUN COUNTY PARKS & REC CHILD CARE @ LOUDOUN VALLEY COMM ,320 W. SCHOOL STREET,PURCELLVILLE,VA,Licensed,VA Licensed,0,39.132163,-77.719308
74,20132,MONTESSORI SCHOOL OF PURCELLVILLE ,280 N. HATCHER AVE,PURCELLVILLE,VA,Licensed,VA Licensed,0,39.140137,-77.714412
75,20132,PURCELLVILLE CHILDREN'S ACADEMY ,205 NORTH MAPLE AVE,PURCELLVILLE,VA,Licensed,VA Licensed,0,39.138495,-77.7069999
76,20135,LOUDOUN COUNTY PARKS & REC CHILD CARE @ BLUEMONT COMM CNTR ,33846 SNICKERSVILLE PIKE,BLUEMONT,VA,Licensed,VA Licensed,0,39.1097232,-77.8292999
77,20135,VILLAGE MONTESSORI SCHOOL @ BLUEMONT ,33874 SNICKERSVILLE TURNPIKE,BLUEMONT,VA,Licensed,VA Licensed,0,39.1068862,-77.8252449
78,20136,BRISTOW MONTESSORI SCHOOL ,9050 DEVLIN ROAD,BRISTOW,VA,Licensed,VA Licensed,0,38.7597136,-77.5757012
79,20136,KINDERCARE LEARNING CENTER #1808 ,12871 BRAEMAR VILLAGE PLAZA,BRISTOW,VA,Licensed,VA Licensed,0,38.748837,-77.571809
80,20136,KINDERCARE LEARNING CENTER AT BRAEMAR ,12121 CAITHNESS CIRCLE,BRISTOW,VA,Licensed,VA Licensed,0,38.739807,-77.5603919
81,20136,"LINTON HALL PRESCHOOL, EXTENDED DAY & SUMMER CAMP PROGRAM ",9535 LINTON HALL ROAD,BRISTOW,VA,Licensed,VA Licensed,0,38.7511801,-77.5687425
82,20136,MINNIELAND ACADEMY @ BRAEMAR ,12700 CORREEN HILLS DRIVE,BRISTOW,VA,Licensed,VA Licensed,0,38.742785,-77.580003
83,20136,MINNIELAND ACADEMY @ BRISTOW CENTER ,10368 BRISTOW CENTER DRIVE,BRISTOW,VA,Licensed,VA Licensed,0,38.7341651,-77.5490218
84,20147,ARRIS MONTESSORI ACADEMY ,44675 CAPE COURT,ASHBURN,VA,Licensed,VA Licensed,0,39.0177367,-77.4551693
85,20147,ASHBURN VILLAGE COUNTRY DAY SCHOOL ,20909 ASHBURN VILLAGE BLVD.,ASHBURN,VA,Licensed,VA Licensed,0,39.037901,-77.475814
86,20147,BEANTREE LEARNING ,43629 GREENWAY CORPORATE DRIVE,ASHBURN,VA,Licensed,VA Licensed,0,39.0074483,-77.4918817
87,20147,CHESTERBROOK ACADEMY #805 ,43800 CLEMENS TERRACE,ASHBURN,VA,Licensed,VA Licensed,0,39.0256645,-77.4851921
88,20147,CHESTERBROOK ACADEMY #827 ,20424 ASHBURN VILLAGE BLVD.,ASHBURN,VA,Licensed,VA Licensed,0,39.050931,-77.474509
89,20147,GODDARD SCHOOL OF ASHBURN @ BELMONT ,42885 ORCHARD ORIOLE DRIVE,ASHBURN,VA,Licensed,VA Licensed,0,39.053939,-77.517553
90,20147,GODDARD SCHOOL- ASHBURN ,45091 RESEARCH PL,ASHBURN,VA,Licensed,VA Licensed,0,39.0524284,-77.4397529
91,20147,GOLDEN POND SCHOOL LLC ,43940 FARMWELL HUNT PLAZA,ASHBURN,VA,Licensed,VA Licensed,0,39.0236844,-77.4820678
92,20147,HA'PENNY MONTESSORI SCHOOL ,20854 STUBBLE ROAD,ASHBURN,VA,Licensed,VA Licensed,0,39.046556,-77.488191
93,20147,KIDDIE ACADEMY OF ASHBURN ,20775 CENTURY CORNER DR.,ASHBURN,VA,Licensed,VA Licensed,0,39.0421249,-77.5234972
94,20147,KINDERCARE LEARNING CENTER @ GOLDEN MEADOW ,43599 GOLDEN MEADOW CIRCLE,ASHBURN,VA,Licensed,VA Licensed,0,39.0282293,-77.4930015
95,20147,KINDERCARE LEARNING CENTER @ RAILSTOP ,43323 RAILSTOP TERRACE,ASHBURN,VA,Licensed,VA Licensed,0,39.033742,-77.5015306
96,20147,KINDERCARE LEARNING CENTER: ASHBURN VILLAGE ,44051 ASHBURN VILLAGE PLAZA,ASHBURN,VA,Licensed,VA Licensed,0,39.0435724,-77.4761958
97,20147,LA PETITE ACADEMY OF ASHBURN ,20110 ASHBURN VILLAGE BOULEVARD,ASHBURN,VA,Licensed,VA Licensed,0,39.0589436,-77.476443
98,20147,LITTLE LEARNERS ACADEMY ,45135 WATERPOINTE TERRACE,ASHBURN,VA,Licensed,VA Licensed,0,39.0568027,-77.4393332
99,20147,MINNIELAND ACADEMY @ ASHBRIAR ,43560 SUZANNE HOPE WAY,ASHBURN,VA,Licensed,VA Licensed,0,39.0226751,-77.4937977
100,20147,MINNIELAND ACADEMY @ ASHBURN ,20108 ASHBURN VILLAGE BOULEVARD,ASHBURN,VA,Licensed,VA Licensed,0,39.0592691,-77.4763186
101,20147,MINNIELAND ACADEMY @ BELMONT ,43900 RUSSELL BRANCH PARKWAY,ASHBURN,VA,Licensed,VA Licensed,0,39.0604691,-77.4739473
102,20147,MONTESSORI ACADEMY AT BELMONT GREENE ,20300 BOWFONDS STREET,ASHBURN,VA,Licensed,VA Licensed,0,39.055168,-77.51343
103,20147,PRIMROSE SCHOOL OF ASHBURN ,44830 LAKEVIEW OVERLOOK PLAZA,ASHBURN,VA,Licensed,VA Licensed,0,39.0600123,-77.4489183
104,20147,THE CHILDREN'S LEARNING LABORATORY ,19700 HELIX DRIVE,ASHBURN,VA,Licensed,VA Licensed,0,39.0714096,-77.4642702
105,20147,THE COMPASS SCHOOL OF ASHBURN ,44128 NAVAJO DRIVE,ASHBURN,VA,Licensed,VA Licensed,0,39.0590094,-77.4720463
106,20147,THE PAVILION @ BEANTREE LEARNING ,43629 GREENWAY CORPORATE DR,ASHBURN,VA,Licensed,VA Licensed,0,39.0074483,-77.4918817
107,20147,WINWOOD CHILDREN'S CENTER II ,43244 HAY ROAD,ASHBURN,VA,Licensed,VA Licensed,0,39.046563,-77.50684
108,20147,MONARCH CHRISTIAN ACADEMY: ASHBURN VILLAGE ,20430 ASHBURN VILLAGE,ASHBURN,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,39.051765,-77.474758
109,20148,WINWOOD CHILDRENS CENTER BRAMBLETON 2 ,42635 REDEEMER TERRACE,BRAMBLETON,VA,Licensed,VA Licensed,0,38.995364,-77.5262222
110,20148,BOYD SCHOOL - BROADLANDS ,42945 WAXPOOL ROAD,ASHBURN,VA,Licensed,VA Licensed,0,39.0161192,-77.5190441
111,20148,CHESTERBROOK ACADEMY #826 ,22695 COTTON GRASS WAY,ASHBURN,VA,Licensed,VA Licensed,0,38.989,-77.525815
112,20148,KINDERCARE LEARNING CENTER @ BROADLANDS ,43083 WAXPOOL ROAD,ASHBURN,VA,Licensed,VA Licensed,0,39.0169212,-77.5139248
113,20148,MONTESSORI KIDS UNIVERSE OF ASHBURN ,21740 BEAUMEADE CIR,ASHBURN,VA,Licensed,VA Licensed,0,39.0180296,-77.456387
114,20148,OPEN ARMS CHRISTIAN CHILD DEVELOPMENT CENTER ,43115 WAXPOOL ROAD,ASHBURN,VA,Licensed,VA Licensed,0,39.0165281,-77.5128536
115,20148,PRIMROSE SCHOOL @ MOOREFIELD STATION ,43345 BISSELL TERRACE,ASHBURN,VA,Licensed,VA Licensed,0,38.9922328,-77.5016774
116,20148,WINWOOD CHILDREN'S CENTER: BRAMBLETON I ,42780 CREIGHTON ROAD,ASHBURN,VA,Licensed,VA Licensed,0,38.971705,-77.523573
117,20148,COOPERATIVE PRESCHOOL OF LOUDOUN ,42507 MOUNT HOPE ROAD,ASHBURN,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,39.0101847,-77.5323585
118,20151,BEAN TREE LEARNING: WESTFIELD ,5003 WESTONE PLAZA,CHANTILLY,VA,Licensed,VA Licensed,0,38.870197,-77.445559
119,20151,BOYD SCHOOL-WESTFIELDS ,4550 WALNEY ROAD,CHANTILLY,VA,Licensed,VA Licensed,0,38.8776949,-77.4353751
120,20151,CCLC PRESCHOOL @ CHANTILLY ,14370 NEWBROOK DR,CHANTILLY,VA,Licensed,VA Licensed,0,38.8766807,-77.4458322
121,20151,CHESTERBROOK ACADEMY ELEMENTARY SCHOOL EXTENDED DAY ,3753 CENTERVIEW DR.,CHANTILLY,VA,Licensed,VA Licensed,0,38.9010263,-77.4277488
122,20151,CHESTERBROOK ACADEMY: CHANTILLY ,3753 CENTERVIEW DR,CHANTILLY,VA,Licensed,VA Licensed,0,38.9010263,-77.4277488
123,20151,CHILDREN OF THE WORLD LEARNING CENTERS LLC ,4451 BROOKFIELD CORPORATION DR. #201,CHANTILLY,VA,Licensed,VA Licensed,0,38.8706419,-77.3681859
124,20151,FREEDOM MONTESSORI SCHOOL ,4229 LAFAYETTE CENTER DR,CHANTILLY,VA,Licensed,VA Licensed,0,38.9085543,-77.4740049
125,20151,IMAGINATION LEARNING CENTER SITE I ,14428 ALBEMARLE POINT PLACE,CHANTILLY,VA,Licensed,VA Licensed,0,38.8915038,-77.44573
126,20151,IMAGINATION LEARNING CENTER SITE II ,14225 NEWBROOK DRIVE,CHANTILLY,VA,Licensed,VA Licensed,0,38.8758709,-77.43872
127,20151,KINDERCARE: STRINGFELLOW RD ,4216 STRIINGFELLOW ROAD,CHANTILLY,VA,Licensed,VA Licensed,0,38.8791467,-77.4098306
128,20151,MONTESSORI SCHOOL OF CHANTILLY ,4455 BROOKFIELD CORPORATE DRIVE,CHANTILLY,VA,Licensed,VA Licensed,0,38.8818424,-77.4416454
129,20151,MONTESSORI SCHOOL OF FAIRFAX ,3411 LEES CORNER RD,CHANTILLY,VA,Licensed,VA Licensed,0,38.9043201,-77.4183908
130,20151,PIONEER CHILDREN'S CENTER ,13880 METROTECH DRIVE,CHANTILLY,VA,Licensed,VA Licensed,0,38.89434,-77.4229025
131,20151,SAINT TIMOTHY SCHOOL ,13809 POPLAR TREE RD,CHANTILLY,VA,Licensed,VA Licensed,0,38.8730535,-77.4243909
132,20151,SPARKLES! @ CHANTILLY ,4229 LAFAYETTE CENTER DR,CHANTILLY,VA,Licensed,VA Licensed,0,38.9085543,-77.4740049
133,20151,THE GODDARD SCHOOL-CHANTILLY ,5001 WESTONE PLAZA,CHANTILLY,VA,Licensed,VA Licensed,0,38.8696057,-77.445646
134,20151,THE LEARNING EXPERIENCE: CHANTILLY ,4150 PLEASANT VALLEY RD,CHANTILLY,VA,Licensed,VA Licensed,0,38.9072694,-77.4741255
135,20151,CHANTILLY ACADEMY ,14088 SULLYFIELD CIR STE K,CHANTILLY,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.8896782,-77.4348248
136,20151,MONARCH CHRISTIAN ACADEMY ,4090 LAFAYETTE CTR. DR,CHANTILLY,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.9090225,-77.4699087
137,20151,MONTESSORI OF CHANTILLY - CASA DEI BAMBINI ,4212-F TECHNOLOGY CT,CHANTILLY,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.9035883,-77.4716826
138,20152,DISCOVERY STATION LEARNING CENTER ,43184 TOWN HALL PLAZA,SOUTH RIDING,VA,Licensed,VA Licensed,0,38.924714,-77.509217
139,20152,EAST GATE MONTESSORI ,43665 TALL CEDARS PKWY,CHANTILLY,VA,Licensed,VA Licensed,0,38.9100505,-77.4931716
140,20152,LOUDOUN COUNTY PARKS & REC CHILD CARE @ DULLES CENTER ,24950 RIDING CENTER DRIVE,SOUTH RIDING,VA,Licensed,VA Licensed,0,38.921203,-77.525453
141,20152,MINNIELAND ACADEMY @ SOUTH RIDING ,25400 SOUTH RIDING BLVD.,SOUTH RIDING,VA,Licensed,VA Licensed,0,38.914886,-77.511591
142,20152,MONTESSORI CHILDREN'S CENTER: SOUTH RIDING ,25075 WHITE SANDS DRIVE,CHANTILLY,VA,Licensed,VA Licensed,0,38.923965,-77.543689
143,20152,PRIMROSE SCHOOL OF SOUTH RIDING ,43705 EASTGATE VIEW DRIVE,CHANTILLY,VA,Licensed,VA Licensed,0,38.9130018,-77.4849406
144,20152,SOUTH RIDING MONTESSORI CENTER ,43181 AMBERWOOD PLAZA,SOUTH RIDING,VA,Licensed,VA Licensed,0,38.9232114,-77.5093166
145,20152,THE GODDARD SCHOOL-CHANTILLY ,43655 TALL CEDARS PARKWAY,CHANTILLY,VA,Licensed,VA Licensed,0,38.9100068,-77.4931812
146,20152,THE MADAME CURIE SCHOOL OF SCIENCE AND TECHNOLOGY ,43250 STONEWALL POND STREET,CHANTILLY,VA,Licensed,VA Licensed,0,38.920586,-77.506477
147,20152,WINWOOD CHILDREN'S CENTER V ,42851 SMALLWOOD TERRACE,SOUTH RIDING,VA,Licensed,VA Licensed,0,38.914748,-77.5212899
148,20152,MONTESSORI SCHOOL OF SOUTH RIDING ,25152 ELK LICK RD,SOUTH RIDING,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.921235,-77.510266
149,20155,CHESTERBROOK ACADEMY #809 GAINESVILLE ,7541 VIRGINIA OAKS DRIVE,GAINESVILLE,VA,Licensed,VA Licensed,0,38.792871,-77.61796
150,20155,DAYTIME PLAYTIME ENRICHMENT CENTER ,14680 GAP WAY,GAINESVILLE,VA,Licensed,VA Licensed,0,38.807647,-77.627932
151,20155,KIDDIE ACADEMY OF GAINESVILLE ,13980 ESTATE MANOR DR,GAINESVILLE,VA,Licensed,VA Licensed,0,38.7673506,-77.6055312
152,20155,LAKE MANASSAS ACADEMY ,14930 HOLLY KNOLL LANE,GAINESVILLE,VA,Licensed,VA Licensed,0,38.785441,-77.6318423
153,20155,MINNIELAND ACADEMY @ GAINESVILLE ,8299 HARNESS SHOP ROAD,GAINESVILLE,VA,Licensed,VA Licensed,0,38.7764477,-77.5981183
154,20155,MINNIELAND ACADEMY @ HERITAGE HUNT ,7101 HERITAGE VILLAGE PLAZA,GAINESVILLE,VA,Licensed,VA Licensed,0,38.8034947,-77.6027154
155,20155,MONTESSORI OF GAINESVILLE-CASA DEI BAMBINI ,14130 GLENKIRK RD,GAINESVILLE,VA,Licensed,VA Licensed,0,38.7695306,-77.6180712
156,20155,MONTESSORI SCHOOL OF GAINESVILLE ,14421 NEWBERN LOOP,GAINESVILLE,VA,Licensed,VA Licensed,0,38.8110005,-77.6157091
157,20155,RAINBOW STATION @ HAYMARKET ,6800 PIEDMONT CENTER PLAZA,GAINESVILLE,VA,Licensed,VA Licensed,0,38.809641,-77.6248145
158,20155,WILLOWCREEK ACADEMY GAINESVILLE ,8171 LINTON HALL RD,GAINESVILLE,VA,Licensed,VA Licensed,0,38.7802393,-77.6014606
159,20155,WINWOOD CHILDREN'S CENTER IV ,7830 OLD LINTON HALL ROAD,GAINESVILLE,VA,Licensed,VA Licensed,0,38.7871225,-77.6084087
160,20155,GARDEN SCHOOL ,13710 MILESTONE COURT,GAINESVILLE,VA,Licensed Preschool/Head Start,VA Licensed Preschool/Head Start,0,38.7798526,-77.6008931
161,20164,AUGUSTA SCHOOL ,21370 Potomac View Road,STERLING,VA,Licensed,VA Licensed,0,39.0243326,-77.3914635
162,20164,BUILDING BLOCKS - STERLING PARK ,150 ENTERPRISE ST,STERLING,VA,Licensed,VA Licensed,0,38.9982343,-77.4024434
163,20164,CHILDREN OF AMERICA: STERLING ,46586 SOUTH COTTAGE STREET,STERLING,VA,Licensed,VA Licensed,0,39.0291008,-77.3890119
164,20164,DISCOVERY OAKS ACADEMY ,624 WEST CHURCH ROAD,STERLING,VA,Licensed,VA Licensed,0,39.008539,-77.4102054
